num_features,features,wMAPE_val,RMSE_val,MAE_val,R2_val,wMAPE_test,RMSE_test,MAE_test,R2_test
6,"('carat', 'cut', 'color', 'clarity', 'table', 'x')",0.20991104950822925,1259.7394141706698,817.6245990136672,0.8999807612506427,0.2014911841522313,1171.4829152084733,795.6565119015911,0.9143976779839367
6,"('carat', 'cut', 'color', 'clarity', 'table', 'y')",0.21707060358961422,1263.6320665841336,845.5117805061286,0.8993616781829363,0.2085929098849928,1187.4458521119875,823.7000928095363,0.912048903877402
6,"('carat', 'cut', 'color', 'clarity', 'table', 'z')",0.20872810709360295,1257.4734152782075,813.0169196195571,0.9003402636054411,0.2002329425218114,1230.5826562892244,790.6879166203558,0.9055427697749444
6,"('carat', 'cut', 'color', 'clarity', 'x', 'y')",0.20987080296908042,1259.3820696460218,817.4678347055931,0.900037497203547,0.20151579291306665,1171.2772335961845,795.7536879685781,0.9144277343812286
6,"('carat', 'cut', 'color', 'clarity', 'x', 'z')",0.2086172286010463,1258.504247721429,812.5850367661855,0.9001768015448534,0.20001171091196823,1203.2931221002116,789.8143083195719,0.9096857051431341
6,"('carat', 'cut', 'color', 'clarity', 'y', 'z')",0.2099170454190233,1259.176062380847,817.6479536878028,0.9000701978716538,0.20112432046038115,1238.539507234449,794.2078257636393,0.904317314608307
6,"('carat', 'cut', 'color', 'depth', 'table', 'x')",0.22733255242053227,1467.7436670991858,885.4831008231623,0.8642241469617934,0.22115540227528832,1380.8762029747163,873.3073692673541,0.8810613191237587
6,"('carat', 'cut', 'color', 'depth', 'table', 'y')",0.24305488043725557,1479.6602614735846,946.7231459296528,0.8620104716354303,0.23712595126241237,1417.0133961475185,936.372517024132,0.8747546707463287
6,"('carat', 'cut', 'color', 'depth', 'table', 'z')",0.22857165887458764,1469.8821979770248,890.3095447860017,0.8638282026407412,0.22379129089521443,1511.48154265506,883.7160725260882,0.8574985369652325
6,"('carat', 'cut', 'color', 'depth', 'x', 'y')",0.22810545145251682,1470.6994766722778,888.4936201006606,0.8636767330214058,0.22209845103827958,1385.79730430358,877.0313182454287,0.8802120724670968
6,"('carat', 'cut', 'color', 'depth', 'x', 'z')",0.22811318733711985,1471.2305220976973,888.5237521473604,0.8635782670620846,0.22217578252074702,1386.9982957019608,877.3366879213235,0.880004355783532
6,"('carat', 'cut', 'color', 'depth', 'y', 'z')",0.22919766422709814,1473.365317150289,892.7478984435432,0.8631820766225634,0.22467494028206492,1553.1891887447287,887.2054628527351,0.8495256955243842
6,"('carat', 'cut', 'color', 'table', 'x', 'y')",0.23128791960291603,1474.551993132246,900.8896528556772,0.8629615964402402,0.22659258078538794,1396.6664228602717,894.7779189895874,0.8783256564980139
6,"('carat', 'cut', 'color', 'table', 'x', 'z')",0.2276408518822211,1469.8128082251899,886.6839581593053,0.8638410590508776,0.22295382919491508,1476.149154469134,880.4090699983352,0.8640828964374869
6,"('carat', 'cut', 'color', 'table', 'y', 'z')",0.22842491097660922,1469.4903592395415,889.7379469995973,0.8639007938637253,0.22365103905601227,1542.446000259556,883.162240408634,0.8516001150752927
6,"('carat', 'cut', 'color', 'x', 'y', 'z')",0.22800548549955996,1471.375779320353,888.1042426839268,0.8635513274085289,0.22319580282071402,1457.2182452149036,881.3645852080226,0.8675466864974073
6,"('carat', 'cut', 'clarity', 'depth', 'table', 'x')",0.2219876642293309,1362.5949466623765,864.664225045341,0.8829811953214354,0.2125369696879884,1274.8909839947808,839.2745551801174,0.8986182633293275
6,"('carat', 'cut', 'clarity', 'depth', 'table', 'y')",0.22931102952840662,1365.575368035148,893.1894676665146,0.8824687220045642,0.21971063320436224,1290.0644843995149,867.6022069084498,0.8961906515457251
6,"('carat', 'cut', 'clarity', 'depth', 'table', 'z')",0.22230346514247667,1362.338903743452,865.8943012875584,0.8830251688021139,0.2135615032216321,1325.8949946623322,843.320274505928,0.890344128952076
6,"('carat', 'cut', 'clarity', 'depth', 'x', 'y')",0.22223792758992209,1363.621052140614,865.6390259447247,0.8828048863637287,0.21285111544986215,1276.651480099672,840.5150666306447,0.8983380740618522
6,"('carat', 'cut', 'clarity', 'depth', 'x', 'z')",0.2221595462841057,1363.6354376696058,865.3337228942735,0.8828024136494873,0.21305163451883125,1285.1120247643803,841.3068844149165,0.8969861540906824
6,"('carat', 'cut', 'clarity', 'depth', 'y', 'z')",0.22244532351437457,1363.3755293498018,866.446853879294,0.8828470850096191,0.21382106821153826,1345.2856546690584,844.345255203468,0.8871133333852212
6,"('carat', 'cut', 'clarity', 'table', 'x', 'y')",0.2242434785185624,1366.207900209297,873.4508480363804,0.8823598162141434,0.21505483857760632,1283.3719636691912,849.217217369374,0.8972649298366342
